Year,Datatype,Zone,State,Region ,RoadType,RoadSubType,length,resolution,Month,Date,UID,From,To,Long,Lat,Altitude,CalcIRI,AvgSpeed,Time,RoadConstruction,MeasurmentDirection,LaneID,PhotoAvialabilty ,SpdAvilability,NumberofLanes,DividerPresense,RoadConditionRemarks1,RoadConditionRemarks2,RoadConditionRemarks3,DataBaseUID,RC_Max,RC_Min,RC_Avg,PatchID,AvgIRI,IRI_LH,IRI_RH
2019,Roughness,South,Tamilnadu,Chennai,NationalHighway,,21.4,5,Aug,1,R1P1FS1,Venkatesapuram,Madhuramtakam,80.08409,12.88856,39.1,7.2,49.6,,Asphalt,Fro,1,Yes,No,2,,Good,Good,Good,Na,Na,Na,Na,Na,Na,Na,Na
2019,Roughness,South,Tamilnadu,Chennai,NationalHighway,,21.4,5,Aug,1,R1P1FS1,Venkatesapuram,Madhuramtakam,80.08406,12.88847,38.7,6.45,50.2,,Asphalt,Fro,1,Yes,No,2,,Good,Good,Good,Na,Na,Na,Na,Na,Na,Na,Na
2019,Roughness,South,Tamilnadu,Chennai,NationalHighway,,21.4,5,Aug,1,R1P1FS1,Venkatesapuram,Madhuramtakam,80.08403,12.88839,38.9,4.95,49.9,,Asphalt,Fro,1,Yes,No,2,,Good,Good,Good,Na,Na,Na,Na,Na,Na,Na,Na
2019,Roughness,South,Tamilnadu,Chennai,NationalHighway,,21.4,5,Aug,1,R1P1FS1,Venkatesapuram,Madhuramtakam,80.08399,12.8883,38.9,4.2,49.6,,Asphalt,Fro,1,Yes,No,2,,Good,Good,Good,Na,Na,Na,Na,Na,Na,Na,Na
2019,Roughness,South,Tamilnadu,Chennai,NationalHighway,,21.4,5,Aug,1,R1P1FS1,Venkatesapuram,Madhuramtakam,80.08395,12.88822,38.8,2.7,48.4,,Asphalt,Fro,1,Yes,No,2,,Good,Good,Good,Na,Na,Na,Na,Na,Na,Na,Na
2019,Roughness,South,Tamilnadu,Chennai,NationalHighway,,21.4,5,Aug,1,R1P1FS1,Venkatesapuram,Madhuramtakam,80.08391,12.88813,38.8,7.2,48.8,,Asphalt,Fro,1,Yes,No,2,,Good,Good,Good,Na,Na,Na,Na,Na,Na,Na,Na
2019,Roughness,South,Tamilnadu,Chennai,NationalHighway,,21.4,5,Aug,1,R1P1FS1,Venkatesapuram,Madhuramtakam,80.08388,12.88805,38.6,7.2,49.3,,Asphalt,Fro,1,Yes,No,2,,Good,Good,Good,Na,Na,Na,Na,Na,Na,Na,Na
2019,Roughness,South,Tamilnadu,Chennai,NationalHighway,,21.4,5,Aug,1,R1P1FS1,Venkatesapuram,Madhuramtakam,80.08384,12.88796,38.7,7.95,50.5,,Asphalt,Fro,1,Yes,No,2,,Good,Good,Good,Na,Na,Na,Na,Na,Na,Na,Na
2019,Roughness,South,Tamilnadu,Chennai,NationalHighway,,21.4,5,Aug,1,R1P1FS1,Venkatesapuram,Madhuramtakam,80.08379,12.88788,38.7,29.7,51.3,,Asphalt,Fro,1,Yes,No,2,,Good,Good,Good,Na,Na,Na,Na,Na,Na,Na,Na
2019,Roughness,South,Tamilnadu,Chennai,NationalHighway,,21.4,5,Aug,1,R1P1FS1,Venkatesapuram,Madhuramtakam,80.08376,12.8878,38.5,29.7,52,,Asphalt,Fro,1,Yes,No,2,,Good,Good,Good,Na,Na,Na,Na,Na,Na,Na,Na
2019,Roughness,South,Tamilnadu,Chennai,NationalHighway,,21.4,5,Aug,1,R1P1FS1,Venkatesapuram,Madhuramtakam,80.08373,12.88771,38.5,11.7,52.6,,Asphalt,Fro,1,Yes,No,2,,Good,Good,Good,Na,Na,Na,Na,Na,Na,Na,Na
2019,Roughness,South,Tamilnadu,Chennai,NationalHighway,,21.4,5,Aug,1,R1P1FS1,Venkatesapuram,Madhuramtakam,80.0837,12.88763,38.4,13.95,53.4,,Asphalt,Fro,1,Yes,No,2,,Good,Good,Good,Na,Na,Na,Na,Na,Na,Na,Na
2019,Roughness,South,Tamilnadu,Chennai,NationalHighway,,21.4,5,Aug,1,R1P1FS1,Venkatesapuram,Madhuramtakam,80.08366,12.88754,38.4,11.7,53.5,,Asphalt,Fro,1,Yes,No,2,,Good,Good,Good,Na,Na,Na,Na,Na,Na,Na,Na
2019,Roughness,South,Tamilnadu,Chennai,NationalHighway,,21.4,5,Aug,1,R1P1FS1,Venkatesapuram,Madhuramtakam,80.08363,12.88745,38.5,11.7,53.8,,Asphalt,Fro,1,Yes,No,2,,Good,Good,Good,Na,Na,Na,Na,Na,Na,Na,Na
2019,Roughness,South,Tamilnadu,Chennai,NationalHighway,,21.4,5,Aug,1,R1P1FS1,Venkatesapuram,Madhuramtakam,80.0836,12.88737,38.5,5.7,54.1,,Asphalt,Fro,1,Yes,No,2,,Good,Good,Good,Na,Na,Na,Na,Na,Na,Na,Na
2019,Roughness,South,Tamilnadu,Chennai,NationalHighway,,21.4,5,Aug,1,R1P1FS1,Venkatesapuram,Madhuramtakam,80.08357,12.88729,38.6,4.2,54.1,,Asphalt,Fro,1,Yes,No,2,,Good,Good,Good,Na,Na,Na,Na,Na,Na,Na,Na
2019,Roughness,South,Tamilnadu,Chennai,NationalHighway,,21.4,5,Aug,1,R1P1FS1,Venkatesapuram,Madhuramtakam,80.08354,12.88721,38.7,7.95,54.1,,Asphalt,Fro,1,Yes,No,2,,Good,Good,Good,Na,Na,Na,Na,Na,Na,Na,Na
2019,Roughness,South,Tamilnadu,Chennai,NationalHighway,,21.4,5,Aug,1,R1P1FS1,Venkatesapuram,Madhuramtakam,80.0835,12.88712,38.7,12.45,54.1,,Asphalt,Fro,1,Yes,No,2,,Good,Good,Good,Na,Na,Na,Na,Na,Na,Na,Na
2019,Roughness,South,Tamilnadu,Chennai,NationalHighway,,21.4,5,Aug,1,R1P1FS1,Venkatesapuram,Madhuramtakam,80.08347,12.88703,39,10.2,54.1,,Asphalt,Fro,1,Yes,No,2,,Good,Good,Good,Na,Na,Na,Na,Na,Na,Na,Na
2019,Roughness,South,Tamilnadu,Chennai,NationalHighway,,21.4,5,Aug,1,R1P1FS1,Venkatesapuram,Madhuramtakam,80.08344,12.88695,39,10.95,54,,Asphalt,Fro,1,Yes,No,2,,Good,Good,Good,Na,Na,Na,Na,Na,Na,Na,Na
2019,Roughness,South,Tamilnadu,Chennai,NationalHighway,,21.4,5,Aug,1,R1P1FS1,Venkatesapuram,Madhuramtakam,80.0834,12.88686,39.4,5.7,53.9,,Asphalt,Fro,1,Yes,No,2,,Good,Good,Good,Na,Na,Na,Na,Na,Na,Na,Na
2019,Roughness,South,Tamilnadu,Chennai,NationalHighway,,21.4,5,Aug,1,R1P1FS1,Venkatesapuram,Madhuramtakam,80.08337,12.88678,39.4,4.95,53.6,,Asphalt,Fro,1,Yes,No,2,,Good,Good,Good,Na,Na,Na,Na,Na,Na,Na,Na
2019,Roughness,South,Tamilnadu,Chennai,NationalHighway,,21.4,5,Aug,1,R1P1FS1,Venkatesapuram,Madhuramtakam,80.08332,12.8867,39.2,4.95,53.2,,Asphalt,Fro,1,Yes,No,2,,Good,Good,Good,Na,Na,Na,Na,Na,Na,Na,Na
2019,Roughness,South,Tamilnadu,Chennai,NationalHighway,,21.4,5,Aug,1,R1P1FS1,Venkatesapuram,Madhuramtakam,80.08329,12.88661,39,4.2,53.2,,Asphalt,Fro,1,Yes,No,2,,Good,Good,Good,Na,Na,Na,Na,Na,Na,Na,Na
2019,Roughness,South,Tamilnadu,Chennai,NationalHighway,,21.4,5,Aug,1,R1P1FS1,Venkatesapuram,Madhuramtakam,80.08325,12.88653,39,5.7,53.6,,Asphalt,Fro,1,Yes,No,2,,Good,Good,Good,Na,Na,Na,Na,Na,Na,Na,Na
2019,Roughness,South,Tamilnadu,Chennai,NationalHighway,,21.4,5,Aug,1,R1P1FS1,Venkatesapuram,Madhuramtakam,80.08321,12.88644,38.8,5.7,54,,Asphalt,Fro,1,Yes,No,2,,Good,Good,Good,Na,Na,Na,Na,Na,Na,Na,Na
2019,Roughness,South,Tamilnadu,Chennai,NationalHighway,,21.4,5,Aug,1,R1P1FS1,Venkatesapuram,Madhuramtakam,80.08318,12.88635,38.8,3.45,54.4,,Asphalt,Fro,1,Yes,No,2,,Good,Good,Good,Na,Na,Na,Na,Na,Na,Na,Na
2019,Roughness,South,Tamilnadu,Chennai,NationalHighway,,21.4,5,Aug,1,R1P1FS1,Venkatesapuram,Madhuramtakam,80.08314,12.88627,38.8,7.95,54.6,,Asphalt,Fro,1,Yes,No,2,,Good,Good,Good,Na,Na,Na,Na,Na,Na,Na,Na
2019,Roughness,South,Tamilnadu,Chennai,NationalHighway,,21.4,5,Aug,1,R1P1FS1,Venkatesapuram,Madhuramtakam,80.0831,12.88619,38.6,8.7,54.9,,Asphalt,Fro,1,Yes,No,2,,Good,Good,Good,Na,Na,Na,Na,Na,Na,Na,Na
2019,Roughness,South,Tamilnadu,Chennai,NationalHighway,,21.4,5,Aug,1,R1P1FS1,Venkatesapuram,Madhuramtakam,80.08306,12.8861,38.6,10.95,54.4,,Asphalt,Fro,1,Yes,No,2,,Good,Good,Good,Na,Na,Na,Na,Na,Na,Na,Na
2019,Roughness,South,Tamilnadu,Chennai,NationalHighway,,21.4,5,Aug,1,R1P1FS1,Venkatesapuram,Madhuramtakam,80.08302,12.88602,38.7,13.2,53.9,,Asphalt,Fro,1,Yes,No,2,,Good,Good,Good,Na,Na,Na,Na,Na,Na,Na,Na
2019,Roughness,South,Tamilnadu,Chennai,NationalHighway,,21.4,5,Aug,1,R1P1FS1,Venkatesapuram,Madhuramtakam,80.08298,12.88594,38.7,12.45,53.1,,Asphalt,Fro,1,Yes,No,2,,Good,Good,Good,Na,Na,Na,Na,Na,Na,Na,Na
2019,Roughness,South,Tamilnadu,Chennai,NationalHighway,,21.4,5,Aug,1,R1P1FS1,Venkatesapuram,Madhuramtakam,80.08295,12.88584,38.7,7.2,52.6,,Asphalt,Fro,1,Yes,No,2,,Good,Good,Good,Na,Na,Na,Na,Na,Na,Na,Na
2019,Roughness,South,Tamilnadu,Chennai,NationalHighway,,21.4,5,Aug,1,R1P1FS1,Venkatesapuram,Madhuramtakam,80.08292,12.88576,38.8,2.7,53.3,,Asphalt,Fro,1,Yes,No,2,,Good,Good,Good,Na,Na,Na,Na,Na,Na,Na,Na
2019,Roughness,South,Tamilnadu,Chennai,NationalHighway,,21.4,5,Aug,1,R1P1FS1,Venkatesapuram,Madhuramtakam,80.08288,12.88568,38.9,-0.3,54.6,,Asphalt,Fro,1,Yes,No,2,,Good,Good,Good,Na,Na,Na,Na,Na,Na,Na,Na
2019,Roughness,South,Tamilnadu,Chennai,NationalHighway,,21.4,5,Aug,1,R1P1FS1,Venkatesapuram,Madhuramtakam,80.08285,12.88559,38.9,1.95,56.3,,Asphalt,Fro,1,Yes,No,2,,Good,Good,Good,Na,Na,Na,Na,Na,Na,Na,Na
2019,Roughness,South,Tamilnadu,Chennai,NationalHighway,,21.4,5,Aug,1,R1P1FS1,Venkatesapuram,Madhuramtakam,80.0828,12.8855,38.9,4.2,57.7,,Asphalt,Fro,1,Yes,No,2,,Good,Good,Good,Na,Na,Na,Na,Na,Na,Na,Na
2019,Roughness,South,Tamilnadu,Chennai,NationalHighway,,21.4,5,Aug,1,R1P1FS1,Venkatesapuram,Madhuramtakam,80.08277,12.88542,38.9,5.7,58.8,,Asphalt,Fro,1,Yes,No,2,,Good,Good,Good,Na,Na,Na,Na,Na,Na,Na,Na
2019,Roughness,South,Tamilnadu,Chennai,NationalHighway,,21.4,5,Aug,1,R1P1FS1,Venkatesapuram,Madhuramtakam,80.08273,12.88534,38.9,27.45,59.7,,Asphalt,Fro,1,Yes,No,2,,Good,Good,Good,Na,Na,Na,Na,Na,Na,Na,Na
2019,Roughness,South,Tamilnadu,Chennai,NationalHighway,,21.4,5,Aug,1,R1P1FS1,Venkatesapuram,Madhuramtakam,80.0827,12.88526,39,28.95,61.1,,Asphalt,Fro,1,Yes,No,2,,Good,Good,Good,Na,Na,Na,Na,Na,Na,Na,Na
2019,Roughness,South,Tamilnadu,Chennai,NationalHighway,,21.4,5,Aug,1,R1P1FS1,Venkatesapuram,Madhuramtakam,80.08266,12.88517,39.2,15.45,62,,Asphalt,Fro,1,Yes,No,2,,Good,Good,Good,Na,Na,Na,Na,Na,Na,Na,Na
2019,Roughness,South,Tamilnadu,Chennai,NationalHighway,,21.4,5,Aug,1,R1P1FS1,Venkatesapuram,Madhuramtakam,80.08262,12.88509,39.2,19.95,62.7,,Asphalt,Fro,1,Yes,No,2,,Good,Good,Good,Na,Na,Na,Na,Na,Na,Na,Na
2019,Roughness,South,Tamilnadu,Chennai,NationalHighway,,21.4,5,Aug,1,R1P1FS1,Venkatesapuram,Madhuramtakam,80.08258,12.885,39.3,20.7,63.1,,Asphalt,Fro,1,Yes,No,2,,Good,Good,Good,Na,Na,Na,Na,Na,Na,Na,Na
2019,Roughness,South,Tamilnadu,Chennai,NationalHighway,,21.4,5,Aug,1,R1P1FS1,Venkatesapuram,Madhuramtakam,80.08254,12.88492,39.7,35.7,63.1,,Asphalt,Fro,1,Yes,No,2,,Good,Good,Good,Na,Na,Na,Na,Na,Na,Na,Na
2019,Roughness,South,Tamilnadu,Chennai,NationalHighway,,21.4,5,Aug,1,R1P1FS1,Venkatesapuram,Madhuramtakam,80.0825,12.88484,39.9,37.2,63.4,,Asphalt,Fro,1,Yes,No,2,,Good,Good,Good,Na,Na,Na,Na,Na,Na,Na,Na
2019,Roughness,South,Tamilnadu,Chennai,NationalHighway,,21.4,5,Aug,1,R1P1FS1,Venkatesapuram,Madhuramtakam,80.08246,12.88475,39.8,29.7,64.1,,Asphalt,Fro,1,Yes,No,2,,Good,Good,Good,Na,Na,Na,Na,Na,Na,Na,Na
2019,Roughness,South,Tamilnadu,Chennai,NationalHighway,,21.4,5,Aug,1,R1P1FS1,Venkatesapuram,Madhuramtakam,80.08242,12.88466,40,21.45,64.4,,Asphalt,Fro,1,Yes,No,2,,Good,Good,Good,Na,Na,Na,Na,Na,Na,Na,Na
2019,Roughness,South,Tamilnadu,Chennai,NationalHighway,,21.4,5,Aug,1,R1P1FS1,Venkatesapuram,Madhuramtakam,80.08238,12.88458,40,20.7,65.2,,Asphalt,Fro,1,Yes,No,2,,Good,Good,Good,Na,Na,Na,Na,Na,Na,Na,Na
2019,Roughness,South,Tamilnadu,Chennai,NationalHighway,,21.4,5,Aug,1,R1P1FS1,Venkatesapuram,Madhuramtakam,80.08234,12.8845,40,20.7,65.8,,Asphalt,Fro,1,Yes,No,2,,Good,Good,Good,Na,Na,Na,Na,Na,Na,Na,Na
2019,Roughness,South,Tamilnadu,Chennai,NationalHighway,,21.4,5,Aug,1,R1P1FS1,Venkatesapuram,Madhuramtakam,80.0823,12.88442,39.9,12.45,66.6,,Asphalt,Fro,1,Yes,No,2,,Good,Good,Good,Na,Na,Na,Na,Na,Na,Na,Na
2019,Roughness,South,Tamilnadu,Chennai,NationalHighway,,21.4,5,Aug,1,R1P1FS1,Venkatesapuram,Madhuramtakam,80.08226,12.88434,40,18.45,66.8,,Asphalt,Fro,1,Yes,No,2,,Good,Good,Good,Na,Na,Na,Na,Na,Na,Na,Na
2019,Roughness,South,Tamilnadu,Chennai,NationalHighway,,21.4,5,Aug,1,R1P1FS1,Venkatesapuram,Madhuramtakam,80.08221,12.88425,40,30.45,67.4,,Asphalt,Fro,1,Yes,No,2,,Good,Good,Good,Na,Na,Na,Na,Na,Na,Na,Na
2019,Roughness,South,Tamilnadu,Chennai,NationalHighway,,21.4,5,Aug,1,R1P1FS1,Venkatesapuram,Madhuramtakam,80.08218,12.88417,40.3,30.45,67.6,,Asphalt,Fro,1,Yes,No,2,,Good,Good,Good,Na,Na,Na,Na,Na,Na,Na,Na
2019,Roughness,South,Tamilnadu,Chennai,NationalHighway,,21.4,5,Aug,1,R1P1FS1,Venkatesapuram,Madhuramtakam,80.08215,12.88408,40.3,16.95,67.9,,Asphalt,Fro,1,Yes,No,2,,Good,Good,Good,Na,Na,Na,Na,Na,Na,Na,Na
2019,Roughness,South,Tamilnadu,Chennai,NationalHighway,,21.4,5,Aug,1,R1P1FS1,Venkatesapuram,Madhuramtakam,80.08211,12.884,40.2,36.45,67.4,,Asphalt,Fro,1,Yes,No,2,,Good,Good,Good,Na,Na,Na,Na,Na,Na,Na,Na
2019,Roughness,South,Tamilnadu,Chennai,NationalHighway,,21.4,5,Aug,1,R1P1FS1,Venkatesapuram,Madhuramtakam,80.08208,12.88392,40.3,48.45,66.6,,Asphalt,Fro,1,Yes,No,2,,Good,Good,Good,Na,Na,Na,Na,Na,Na,Na,Na
2019,Roughness,South,Tamilnadu,Chennai,NationalHighway,,21.4,5,Aug,1,R1P1FS1,Venkatesapuram,Madhuramtakam,80.08204,12.88383,40.4,26.7,66.1,,Asphalt,Fro,1,Yes,No,2,,Good,Good,Good,Na,Na,Na,Na,Na,Na,Na,Na
2019,Roughness,South,Tamilnadu,Chennai,NationalHighway,,21.4,5,Aug,1,R1P1FS1,Venkatesapuram,Madhuramtakam,80.08201,12.88375,40.5,13.95,65.5,,Asphalt,Fro,1,Yes,No,2,,Good,Good,Good,Na,Na,Na,Na,Na,Na,Na,Na
2019,Roughness,South,Tamilnadu,Chennai,NationalHighway,,21.4,5,Aug,1,R1P1FS1,Venkatesapuram,Madhuramtakam,80.08197,12.88366,40.5,18.45,64.7,,Asphalt,Fro,1,Yes,No,2,,Good,Good,Good,Na,Na,Na,Na,Na,Na,Na,Na
2019,Roughness,South,Tamilnadu,Chennai,NationalHighway,,21.4,5,Aug,1,R1P1FS1,Venkatesapuram,Madhuramtakam,80.08194,12.88358,40.4,15.45,64,,Asphalt,Fro,1,Yes,No,2,,Good,Good,Good,Na,Na,Na,Na,Na,Na,Na,Na
2019,Roughness,South,Tamilnadu,Chennai,NationalHighway,,21.4,5,Aug,1,R1P1FS1,Venkatesapuram,Madhuramtakam,80.0819,12.8835,40.4,15.45,63.8,,Asphalt,Fro,1,Yes,No,2,,Good,Good,Good,Na,Na,Na,Na,Na,Na,Na,Na
2019,Roughness,South,Tamilnadu,Chennai,NationalHighway,,21.4,5,Aug,1,R1P1FS1,Venkatesapuram,Madhuramtakam,80.08187,12.88341,40.5,10.2,63.8,,Asphalt,Fro,1,Yes,No,2,,Good,Good,Good,Na,Na,Na,Na,Na,Na,Na,Na
2019,Roughness,South,Tamilnadu,Chennai,NationalHighway,,21.4,5,Aug,1,R1P1FS1,Venkatesapuram,Madhuramtakam,80.08183,12.88332,40.5,10.2,63.9,,Asphalt,Fro,1,Yes,No,2,,Good,Good,Good,Na,Na,Na,Na,Na,Na,Na,Na
2019,Roughness,South,Tamilnadu,Chennai,NationalHighway,,21.4,5,Aug,1,R1P1FS1,Venkatesapuram,Madhuramtakam,80.08179,12.88324,41,7.95,63.9,,Asphalt,Fro,1,Yes,No,2,,Good,Good,Good,Na,Na,Na,Na,Na,Na,Na,Na
2019,Roughness,South,Tamilnadu,Chennai,NationalHighway,,21.4,5,Aug,1,R1P1FS1,Venkatesapuram,Madhuramtakam,80.08176,12.88316,41,19.95,63.9,,Asphalt,Fro,1,Yes,No,2,,Good,Good,Good,Na,Na,Na,Na,Na,Na,Na,Na
2019,Roughness,South,Tamilnadu,Chennai,NationalHighway,,21.4,5,Aug,1,R1P1FS1,Venkatesapuram,Madhuramtakam,80.08173,12.88307,41,26.7,63.8,,Asphalt,Fro,1,Yes,No,2,,Good,Good,Good,Na,Na,Na,Na,Na,Na,Na,Na
2019,Roughness,South,Tamilnadu,Chennai,NationalHighway,,21.4,5,Aug,1,R1P1FS1,Venkatesapuram,Madhuramtakam,80.0817,12.88298,40.9,25.2,63.8,,Asphalt,Fro,1,Yes,No,2,,Good,Good,Good,Na,Na,Na,Na,Na,Na,Na,Na
2019,Roughness,South,Tamilnadu,Chennai,NationalHighway,,21.4,5,Aug,1,R1P1FS1,Venkatesapuram,Madhuramtakam,80.08166,12.8829,40.9,16.95,63.8,,Asphalt,Fro,1,Yes,No,2,,Good,Good,Good,Na,Na,Na,Na,Na,Na,Na,Na
2019,Roughness,South,Tamilnadu,Chennai,NationalHighway,,21.4,5,Aug,1,R1P1FS1,Venkatesapuram,Madhuramtakam,80.08162,12.88281,40.8,16.2,63.7,,Asphalt,Fro,1,Yes,No,2,,Good,Good,Good,Na,Na,Na,Na,Na,Na,Na,Na
2019,Roughness,South,Tamilnadu,Chennai,NationalHighway,,21.4,5,Aug,1,R1P1FS1,Venkatesapuram,Madhuramtakam,80.08159,12.88273,40.6,25.95,63.7,,Asphalt,Fro,1,Yes,No,2,,Good,Good,Good,Na,Na,Na,Na,Na,Na,Na,Na
